,DATE,REGION,AGEGROUP,SEX,DEATHS
4781,2021-03-13,Wallonia,75-84,M,4
4782,2021-03-13,Wallonia,75-84,F,1
4783,2021-03-13,Flanders,45-64,M,3
4784,2021-03-13,Flanders,65-74,M,1
4785,2021-03-13,Flanders,65-74,F,1
4786,2021-03-13,Flanders,75-84,M,2
4787,2021-03-13,Flanders,75-84,F,4
4788,2021-03-13,Flanders,85+,M,3
4789,2021-03-13,Flanders,85+,F,2
4790,2021-03-13,Brussels,75-84,M,1
4791,2021-03-13,Brussels,85+,M,1
4792,2021-03-14,Wallonia,45-64,M,1
4793,2021-03-14,Wallonia,65-74,F,2
4794,2021-03-14,Wallonia,75-84,M,2
4795,2021-03-14,Wallonia,85+,M,1
4796,2021-03-14,Wallonia,85+,F,2
4797,2021-03-14,Flanders,45-64,M,1
4798,2021-03-14,Flanders,65-74,M,1
4799,2021-03-14,Flanders,75-84,F,2
4800,2021-03-14,Flanders,85+,M,2
4801,2021-03-14,Flanders,85+,F,2
4802,2021-03-14,Brussels,75-84,M,2
4803,2021-03-14,Brussels,75-84,F,1
4804,2021-03-14,Brussels,85+,M,1
4805,2021-03-15,Wallonia,45-64,M,1
4806,2021-03-15,Wallonia,45-64,F,2
4807,2021-03-15,Wallonia,65-74,M,4
4808,2021-03-15,Wallonia,75-84,M,2
4809,2021-03-15,Wallonia,75-84,F,2
4810,2021-03-15,Wallonia,85+,M,1
4811,2021-03-15,Wallonia,85+,F,1
4812,2021-03-15,Flanders,65-74,M,1
4813,2021-03-15,Flanders,65-74,F,1
4814,2021-03-15,Flanders,75-84,M,1
4815,2021-03-15,Flanders,85+,M,1
4816,2021-03-15,Flanders,85+,F,1
4817,2021-03-15,Brussels,45-64,M,1
4818,2021-03-15,Brussels,75-84,F,1
4819,2021-03-15,Brussels,85+,M,2
4820,2021-03-15,Brussels,85+,F,3
4821,2021-03-16,Wallonia,45-64,F,1
4822,2021-03-16,Wallonia,65-74,F,3
4823,2021-03-16,Wallonia,75-84,F,3
4824,2021-03-16,Wallonia,85+,M,2
4825,2021-03-16,Wallonia,85+,F,1
4826,2021-03-16,Flanders,65-74,F,1
4827,2021-03-16,Flanders,75-84,M,2
4828,2021-03-16,Flanders,85+,M,5
4829,2021-03-16,Flanders,85+,F,2
4830,2021-03-16,Brussels,25-44,M,2
4831,2021-03-16,Brussels,75-84,M,1
4832,2021-03-16,Brussels,75-84,F,2
4833,2021-03-16,Brussels,85+,M,1
4834,2021-03-16,Brussels,85+,F,2
4835,2021-03-17,Wallonia,45-64,M,2
4836,2021-03-17,Wallonia,65-74,M,1
4837,2021-03-17,Wallonia,65-74,F,1
4838,2021-03-17,Wallonia,75-84,M,1
4839,2021-03-17,Wallonia,75-84,F,2
4840,2021-03-17,Wallonia,85+,F,1
4841,2021-03-17,Flanders,65-74,M,1
4842,2021-03-17,Flanders,65-74,F,1
4843,2021-03-17,Flanders,75-84,M,1
4844,2021-03-17,Flanders,75-84,F,3
4845,2021-03-17,Flanders,85+,M,2
4846,2021-03-17,Flanders,85+,F,4
4847,2021-03-17,Brussels,45-64,M,1
4848,2021-03-17,Brussels,65-74,M,1
4849,2021-03-17,Brussels,65-74,F,1
4850,2021-03-17,Brussels,75-84,F,1
4851,2021-03-17,Brussels,85+,F,1
4852,2021-03-18,Wallonia,65-74,M,3
4853,2021-03-18,Wallonia,65-74,F,1
4854,2021-03-18,Wallonia,75-84,M,1
4855,2021-03-18,Wallonia,85+,M,1
4856,2021-03-18,Wallonia,85+,F,1
4857,2021-03-18,Flanders,45-64,M,1
4858,2021-03-18,Flanders,45-64,F,1
4859,2021-03-18,Flanders,65-74,M,1
4860,2021-03-18,Flanders,65-74,F,1
4861,2021-03-18,Flanders,75-84,M,5
4862,2021-03-18,Flanders,75-84,F,1
4863,2021-03-18,Flanders,85+,M,3
4864,2021-03-18,Flanders,85+,F,1
4865,2021-03-18,Brussels,45-64,F,1
4866,2021-03-18,Brussels,75-84,M,2
4867,2021-03-18,Brussels,75-84,F,1
4868,2021-03-18,Brussels,85+,F,1
4869,2021-03-19,Wallonia,45-64,M,1
4870,2021-03-19,Wallonia,65-74,M,2
4871,2021-03-19,Wallonia,75-84,M,3
4872,2021-03-19,Wallonia,85+,M,2
4873,2021-03-19,Wallonia,85+,F,1
4874,2021-03-19,Flanders,65-74,M,2
4875,2021-03-19,Flanders,75-84,M,3
4876,2021-03-19,Flanders,75-84,F,5
4877,2021-03-19,Flanders,85+,M,1
4878,2021-03-19,Flanders,85+,F,5
4879,2021-03-19,Brussels,45-64,M,1
4880,2021-03-19,Brussels,75-84,M,2
4881,2021-03-19,Brussels,85+,F,3
4882,2021-03-20,Wallonia,65-74,M,1
4883,2021-03-20,Wallonia,65-74,F,1
4884,2021-03-20,Wallonia,75-84,M,1
4885,2021-03-20,Wallonia,75-84,F,2
4886,2021-03-20,Wallonia,85+,M,3
4887,2021-03-20,Wallonia,85+,F,2
4888,2021-03-20,Flanders,45-64,F,1
4889,2021-03-20,Flanders,65-74,M,3
4890,2021-03-20,Flanders,75-84,M,1
4891,2021-03-20,Flanders,85+,M,2
4892,2021-03-20,Flanders,85+,F,3
4893,2021-03-20,Brussels,45-64,M,2
4894,2021-03-20,Brussels,75-84,M,1
4895,2021-03-20,Brussels,75-84,F,1
4896,2021-03-21,Wallonia,45-64,M,1
4897,2021-03-21,Wallonia,75-84,M,1
4898,2021-03-21,Wallonia,85+,M,3
4899,2021-03-21,Wallonia,85+,F,3
4900,2021-03-21,Flanders,65-74,M,2
4901,2021-03-21,Flanders,65-74,F,2
4902,2021-03-21,Flanders,75-84,M,1
4903,2021-03-21,Flanders,75-84,F,3
4904,2021-03-21,Flanders,85+,M,3
4905,2021-03-21,Brussels,65-74,M,1
4906,2021-03-21,Brussels,75-84,F,1
4907,2021-03-21,Brussels,85+,M,1
4908,2021-03-21,Brussels,85+,F,2
4909,2021-03-22,Wallonia,65-74,M,1
4910,2021-03-22,Wallonia,75-84,M,1
4911,2021-03-22,Wallonia,75-84,F,4
4912,2021-03-22,Wallonia,85+,M,3
4913,2021-03-22,Wallonia,85+,F,1
4914,2021-03-22,Flanders,45-64,M,1
4915,2021-03-22,Flanders,45-64,F,1
4916,2021-03-22,Flanders,65-74,M,2
4917,2021-03-22,Flanders,65-74,F,1
4918,2021-03-22,Flanders,75-84,M,7
4919,2021-03-22,Flanders,75-84,F,3
4920,2021-03-22,Flanders,85+,M,2
4921,2021-03-22,Flanders,85+,F,2
4922,2021-03-22,Brussels,65-74,M,1
4923,2021-03-22,Brussels,75-84,M,1
4924,2021-03-22,Brussels,75-84,F,2
4925,2021-03-22,Brussels,85+,F,1
4926,2021-03-23,Wallonia,65-74,M,2
4927,2021-03-23,Wallonia,65-74,F,1
4928,2021-03-23,Wallonia,75-84,M,3
4929,2021-03-23,Wallonia,75-84,F,2
4930,2021-03-23,Wallonia,85+,M,1
4931,2021-03-23,Flanders,75-84,M,2
4932,2021-03-23,Flanders,75-84,F,6
4933,2021-03-23,Flanders,85+,M,2
4934,2021-03-23,Flanders,85+,F,4
4935,2021-03-23,Brussels,65-74,M,1
4936,2021-03-24,Wallonia,45-64,M,1
4937,2021-03-24,Wallonia,45-64,F,1
4938,2021-03-24,Wallonia,65-74,M,1
4939,2021-03-24,Wallonia,65-74,F,1
4940,2021-03-24,Wallonia,75-84,M,2
4941,2021-03-24,Wallonia,75-84,F,2
4942,2021-03-24,Wallonia,85+,M,2
4943,2021-03-24,Wallonia,85+,F,2
4944,2021-03-24,Flanders,65-74,M,3
4945,2021-03-24,Flanders,65-74,F,1
4946,2021-03-24,Flanders,75-84,M,1
4947,2021-03-24,Flanders,75-84,F,2
4948,2021-03-24,Flanders,85+,M,1
4949,2021-03-24,Flanders,85+,F,1
4950,2021-03-24,Brussels,45-64,F,1
4951,2021-03-24,Brussels,65-74,M,1
4952,2021-03-24,Brussels,75-84,M,1
4953,2021-03-24,Brussels,75-84,F,1
4954,2021-03-24,Brussels,85+,F,2
4955,2021-03-25,Wallonia,45-64,F,1
4956,2021-03-25,Wallonia,65-74,M,1
4957,2021-03-25,Wallonia,65-74,F,1
4958,2021-03-25,Wallonia,75-84,M,2
4959,2021-03-25,Wallonia,75-84,F,2
4960,2021-03-25,Wallonia,85+,M,1
4961,2021-03-25,Wallonia,85+,F,5
4962,2021-03-25,Flanders,45-64,M,1
4963,2021-03-25,Flanders,45-64,F,1
4964,2021-03-25,Flanders,65-74,M,1
4965,2021-03-25,Flanders,65-74,F,1
4966,2021-03-25,Flanders,75-84,M,5
4967,2021-03-25,Flanders,75-84,F,3
4968,2021-03-25,Flanders,85+,M,3
4969,2021-03-25,Flanders,85+,F,4
4970,2021-03-25,Brussels,75-84,M,2
4971,2021-03-26,Wallonia,45-64,M,1
4972,2021-03-26,Wallonia,65-74,F,1
4973,2021-03-26,Wallonia,75-84,M,5
4974,2021-03-26,Wallonia,85+,M,2
4975,2021-03-26,Wallonia,85+,F,2
4976,2021-03-26,Flanders,65-74,M,3
4977,2021-03-26,Flanders,75-84,M,3
4978,2021-03-26,Flanders,85+,F,1
4979,2021-03-26,Brussels,85+,M,1
4980,2021-03-26,Brussels,85+,F,1
4981,2021-03-27,Wallonia,65-74,M,1
4982,2021-03-27,Wallonia,65-74,F,1
4983,2021-03-27,Wallonia,75-84,M,3
4984,2021-03-27,Wallonia,75-84,F,1
4985,2021-03-27,Wallonia,85+,M,1
4986,2021-03-27,Wallonia,85+,F,1
4987,2021-03-27,Flanders,45-64,M,2
4988,2021-03-27,Flanders,65-74,M,2
4989,2021-03-27,Flanders,65-74,F,1
4990,2021-03-27,Flanders,75-84,M,2
4991,2021-03-27,Flanders,75-84,F,4
4992,2021-03-27,Flanders,85+,M,2
4993,2021-03-27,Flanders,85+,F,2
4994,2021-03-27,Brussels,45-64,M,1
4995,2021-03-27,Brussels,65-74,M,1
4996,2021-03-27,Brussels,65-74,F,2
4997,2021-03-27,Brussels,75-84,M,1
4998,2021-03-28,Wallonia,65-74,M,1
4999,2021-03-28,Wallonia,75-84,M,1
5000,2021-03-28,Wallonia,75-84,F,2
5001,2021-03-28,Wallonia,85+,M,2
5002,2021-03-28,Wallonia,85+,F,1
5003,2021-03-28,Flanders,65-74,M,1
5004,2021-03-28,Flanders,65-74,F,1
5005,2021-03-28,Flanders,75-84,M,4
5006,2021-03-28,Flanders,75-84,F,2
5007,2021-03-28,Flanders,85+,M,1
5008,2021-03-28,Flanders,85+,F,5
5009,2021-03-28,Brussels,65-74,M,1
5010,2021-03-28,Brussels,85+,M,1
5011,2021-03-29,Wallonia,45-64,F,1
5012,2021-03-29,Wallonia,65-74,M,2
5013,2021-03-29,Wallonia,65-74,F,1
5014,2021-03-29,Wallonia,75-84,M,3
5015,2021-03-29,Wallonia,85+,F,2
5016,2021-03-29,Flanders,45-64,F,1
5017,2021-03-29,Flanders,65-74,M,1
5018,2021-03-29,Flanders,65-74,F,1
5019,2021-03-29,Flanders,75-84,M,2
5020,2021-03-29,Flanders,75-84,F,6
5021,2021-03-29,Flanders,85+,M,4
5022,2021-03-29,Flanders,85+,F,1
5023,2021-03-29,Brussels,65-74,F,1
5024,2021-03-29,Brussels,75-84,M,1
5025,2021-03-29,Brussels,75-84,F,2
5026,2021-03-29,Brussels,85+,M,1
5027,2021-03-29,Brussels,85+,F,1
5028,2021-03-30,Wallonia,45-64,M,1
5029,2021-03-30,Wallonia,65-74,M,3
5030,2021-03-30,Wallonia,75-84,M,2
5031,2021-03-30,Wallonia,75-84,F,1
5032,2021-03-30,Wallonia,85+,F,2
5033,2021-03-30,Flanders,45-64,M,2
5034,2021-03-30,Flanders,65-74,M,1
5035,2021-03-30,Flanders,65-74,F,2
5036,2021-03-30,Flanders,75-84,M,1
5037,2021-03-30,Flanders,75-84,F,2
5038,2021-03-30,Flanders,85+,M,4
5039,2021-03-30,Flanders,85+,F,2
5040,2021-03-30,Brussels,45-64,M,1
5041,2021-03-30,Brussels,45-64,F,1
5042,2021-03-30,Brussels,65-74,M,2
5043,2021-03-30,Brussels,75-84,M,2
5044,2021-03-30,Brussels,85+,M,1
5045,2021-03-30,Brussels,85+,F,3
5046,2021-03-31,Wallonia,45-64,M,3
5047,2021-03-31,Wallonia,65-74,M,2
5048,2021-03-31,Wallonia,65-74,F,2
5049,2021-03-31,Wallonia,75-84,M,3
5050,2021-03-31,Wallonia,75-84,F,2
5051,2021-03-31,Wallonia,85+,M,2
5052,2021-03-31,Wallonia,85+,F,2
5053,2021-03-31,Flanders,65-74,M,2
5054,2021-03-31,Flanders,65-74,F,1
5055,2021-03-31,Flanders,75-84,M,1
5056,2021-03-31,Flanders,85+,M,4
5057,2021-03-31,Flanders,85+,F,1
5058,2021-03-31,Brussels,45-64,F,1
5059,2021-03-31,Brussels,75-84,M,2
5060,2021-03-31,Brussels,85+,M,1
5061,2021-03-31,Brussels,85+,F,2
5062,2021-04-01,Wallonia,0-24,M,1
5063,2021-04-01,Wallonia,45-64,F,1
5064,2021-04-01,Wallonia,65-74,M,2
5065,2021-04-01,Wallonia,65-74,F,2
5066,2021-04-01,Wallonia,75-84,M,4
5067,2021-04-01,Wallonia,75-84,F,2
5068,2021-04-01,Wallonia,85+,M,1
5069,2021-04-01,Wallonia,85+,F,2
5070,2021-04-01,Flanders,45-64,F,2
5071,2021-04-01,Flanders,65-74,M,2
5072,2021-04-01,Flanders,65-74,F,2
5073,2021-04-01,Flanders,75-84,M,4
5074,2021-04-01,Flanders,75-84,F,3
5075,2021-04-01,Flanders,85+,M,4
5076,2021-04-01,Flanders,85+,F,4
5077,2021-04-01,Brussels,45-64,M,2
5078,2021-04-01,Brussels,75-84,F,1
5079,2021-04-01,Brussels,85+,F,1
5080,2021-04-02,Wallonia,45-64,M,2
5081,2021-04-02,Wallonia,65-74,M,5
5082,2021-04-02,Wallonia,75-84,M,5
5083,2021-04-02,Wallonia,85+,M,2
5084,2021-04-02,Wallonia,85+,F,2
5085,2021-04-02,Flanders,25-44,F,1
5086,2021-04-02,Flanders,45-64,M,2
5087,2021-04-02,Flanders,45-64,F,1
5088,2021-04-02,Flanders,65-74,M,4
5089,2021-04-02,Flanders,75-84,M,7
5090,2021-04-02,Flanders,75-84,F,1
5091,2021-04-02,Flanders,85+,M,1
5092,2021-04-02,Flanders,85+,F,4
5093,2021-04-02,Brussels,25-44,F,1
5094,2021-04-02,Brussels,45-64,M,1
5095,2021-04-02,Brussels,75-84,M,3
5096,2021-04-02,Brussels,75-84,F,1
5097,2021-04-02,Brussels,85+,M,2
5098,2021-04-02,Brussels,85+,F,1
5099,2021-04-03,Wallonia,45-64,M,3
5100,2021-04-03,Wallonia,65-74,M,5
5101,2021-04-03,Wallonia,65-74,F,1
5102,2021-04-03,Wallonia,75-84,M,2
5103,2021-04-03,Wallonia,75-84,F,2
5104,2021-04-03,Wallonia,85+,F,1
5105,2021-04-03,Flanders,45-64,M,1
5106,2021-04-03,Flanders,65-74,M,2
5107,2021-04-03,Flanders,65-74,F,2
5108,2021-04-03,Flanders,75-84,M,3
5109,2021-04-03,Flanders,75-84,F,1
5110,2021-04-03,Flanders,85+,M,3
5111,2021-04-03,Flanders,85+,F,3
5112,2021-04-03,Brussels,25-44,F,1
5113,2021-04-03,Brussels,45-64,M,1
5114,2021-04-03,Brussels,65-74,M,1
5115,2021-04-03,Brussels,75-84,M,3
5116,2021-04-03,Brussels,75-84,F,4
5117,2021-04-03,Brussels,85+,F,1
5118,2021-04-04,Wallonia,45-64,M,1
5119,2021-04-04,Wallonia,65-74,M,1
5120,2021-04-04,Wallonia,65-74,F,1
5121,2021-04-04,Wallonia,75-84,F,2
5122,2021-04-04,Wallonia,85+,F,2
5123,2021-04-04,Flanders,45-64,M,2
5124,2021-04-04,Flanders,45-64,F,2
5125,2021-04-04,Flanders,65-74,M,1
5126,2021-04-04,Flanders,65-74,F,3
5127,2021-04-04,Flanders,75-84,M,3
5128,2021-04-04,Flanders,75-84,F,4
5129,2021-04-04,Flanders,85+,M,2
5130,2021-04-04,Flanders,85+,F,5
5131,2021-04-04,Brussels,45-64,F,1
5132,2021-04-04,Brussels,65-74,F,1
5133,2021-04-04,Brussels,75-84,M,2
5134,2021-04-04,Brussels,75-84,F,1
5135,2021-04-04,Brussels,85+,M,1
5136,2021-04-04,Brussels,85+,F,1
5137,2021-04-05,Wallonia,45-64,M,1
5138,2021-04-05,Wallonia,45-64,F,1
5139,2021-04-05,Wallonia,65-74,M,4
5140,2021-04-05,Wallonia,65-74,F,2
5141,2021-04-05,Wallonia,75-84,M,6
5142,2021-04-05,Wallonia,75-84,F,3
5143,2021-04-05,Wallonia,85+,M,3
5144,2021-04-05,Wallonia,85+,F,2
5145,2021-04-05,Flanders,45-64,M,4
5146,2021-04-05,Flanders,65-74,M,3
5147,2021-04-05,Flanders,75-84,M,8
5148,2021-04-05,Flanders,75-84,F,3
5149,2021-04-05,Flanders,85+,M,5
5150,2021-04-05,Flanders,85+,F,1
5151,2021-04-05,Brussels,45-64,M,1
5152,2021-04-05,Brussels,75-84,M,1
5153,2021-04-05,Brussels,75-84,F,1
5154,2021-04-06,Wallonia,45-64,F,1
5155,2021-04-06,Wallonia,65-74,M,2
5156,2021-04-06,Wallonia,65-74,F,1
5157,2021-04-06,Wallonia,75-84,M,4
5158,2021-04-06,Wallonia,75-84,F,1
5159,2021-04-06,Wallonia,85+,M,1
5160,2021-04-06,Wallonia,85+,F,3
5161,2021-04-06,Flanders,45-64,M,3
5162,2021-04-06,Flanders,45-64,F,1
5163,2021-04-06,Flanders,65-74,M,2
5164,2021-04-06,Flanders,65-74,F,2
5165,2021-04-06,Flanders,75-84,M,7
5166,2021-04-06,Flanders,75-84,F,1
5167,2021-04-06,Flanders,85+,M,4
5168,2021-04-06,Flanders,85+,F,2
5169,2021-04-06,Brussels,45-64,M,1
5170,2021-04-06,Brussels,45-64,F,1
5171,2021-04-06,Brussels,75-84,M,2
5172,2021-04-06,Brussels,75-84,F,2
5173,2021-04-06,Brussels,85+,M,5
5174,2021-04-07,Wallonia,45-64,M,1
5175,2021-04-07,Wallonia,65-74,M,3
5176,2021-04-07,Wallonia,65-74,F,5
5177,2021-04-07,Wallonia,75-84,M,1
5178,2021-04-07,Wallonia,75-84,F,3
5179,2021-04-07,Wallonia,85+,M,5
5180,2021-04-07,Wallonia,85+,F,4
5181,2021-04-07,Flanders,45-64,M,1
5182,2021-04-07,Flanders,65-74,M,2
5183,2021-04-07,Flanders,75-84,M,2
5184,2021-04-07,Flanders,75-84,F,3
5185,2021-04-07,Flanders,85+,M,2
5186,2021-04-07,Flanders,85+,F,1
5187,2021-04-07,Brussels,45-64,M,3
5188,2021-04-07,Brussels,65-74,M,3
5189,2021-04-07,Brussels,75-84,M,3
5190,2021-04-07,Brussels,85+,F,1
5191,2021-04-08,Wallonia,45-64,M,3
5192,2021-04-08,Wallonia,65-74,F,2
5193,2021-04-08,Wallonia,75-84,M,4
5194,2021-04-08,Wallonia,75-84,F,2
5195,2021-04-08,Wallonia,85+,M,1
5196,2021-04-08,Wallonia,85+,F,3
5197,2021-04-08,Flanders,45-64,M,1
5198,2021-04-08,Flanders,65-74,M,2
5199,2021-04-08,Flanders,65-74,F,1
5200,2021-04-08,Flanders,75-84,M,6
5201,2021-04-08,Flanders,75-84,F,6
5202,2021-04-08,Flanders,85+,M,4
5203,2021-04-08,Flanders,85+,F,2
5204,2021-04-08,Brussels,65-74,M,2
5205,2021-04-08,Brussels,65-74,F,2
5206,2021-04-08,Brussels,75-84,M,2
5207,2021-04-09,Wallonia,45-64,M,2
5208,2021-04-09,Wallonia,65-74,M,3
5209,2021-04-09,Wallonia,65-74,F,2
5210,2021-04-09,Wallonia,75-84,M,4
5211,2021-04-09,Wallonia,75-84,F,3
5212,2021-04-09,Wallonia,85+,M,2
5213,2021-04-09,Wallonia,85+,F,2
5214,2021-04-09,Flanders,45-64,F,4
5215,2021-04-09,Flanders,65-74,M,1
5216,2021-04-09,Flanders,65-74,F,1
5217,2021-04-09,Flanders,75-84,M,5
5218,2021-04-09,Flanders,75-84,F,2
5219,2021-04-09,Flanders,85+,M,3
5220,2021-04-09,Flanders,85+,F,3
5221,2021-04-09,Brussels,45-64,F,1
5222,2021-04-09,Brussels,75-84,M,1
5223,2021-04-09,Brussels,75-84,F,3
5224,2021-04-09,Brussels,85+,M,1
5225,2021-04-09,Brussels,85+,F,1
5226,2021-04-10,Wallonia,65-74,M,6
5227,2021-04-10,Wallonia,75-84,M,4
5228,2021-04-10,Wallonia,75-84,F,1
5229,2021-04-10,Wallonia,85+,M,3
5230,2021-04-10,Wallonia,85+,F,1
5231,2021-04-10,Flanders,45-64,F,1
5232,2021-04-10,Flanders,65-74,M,2
5233,2021-04-10,Flanders,65-74,F,1
5234,2021-04-10,Flanders,75-84,M,6
5235,2021-04-10,Flanders,75-84,F,7
5236,2021-04-10,Flanders,85+,M,1
5237,2021-04-10,Flanders,85+,F,4
5238,2021-04-10,Brussels,45-64,M,4
5239,2021-04-10,Brussels,45-64,F,1
5240,2021-04-10,Brussels,75-84,M,1
5241,2021-04-10,Brussels,75-84,F,3
5242,2021-04-11,Wallonia,65-74,M,2
5243,2021-04-11,Wallonia,65-74,F,1
5244,2021-04-11,Wallonia,75-84,M,1
5245,2021-04-11,Wallonia,75-84,F,1
5246,2021-04-11,Wallonia,85+,M,1
5247,2021-04-11,Wallonia,85+,F,2
5248,2021-04-11,Flanders,45-64,M,1
5249,2021-04-11,Flanders,45-64,F,2
5250,2021-04-11,Flanders,75-84,M,2
5251,2021-04-11,Flanders,75-84,F,2
5252,2021-04-11,Flanders,85+,M,2
5253,2021-04-11,Flanders,85+,F,1
5254,2021-04-11,Brussels,45-64,M,1
5255,2021-04-11,Brussels,75-84,M,2
5256,2021-04-11,Brussels,85+,M,1
5257,2021-04-12,Wallonia,45-64,F,1
5258,2021-04-12,Wallonia,65-74,M,3
5259,2021-04-12,Wallonia,65-74,F,1
5260,2021-04-12,Wallonia,75-84,M,5
5261,2021-04-12,Wallonia,75-84,F,2
5262,2021-04-12,Wallonia,85+,M,1
5263,2021-04-12,Wallonia,85+,F,4
5264,2021-04-12,Flanders,45-64,M,1
5265,2021-04-12,Flanders,65-74,M,4
5266,2021-04-12,Flanders,65-74,F,3
5267,2021-04-12,Flanders,75-84,M,6
5268,2021-04-12,Flanders,75-84,F,2
5269,2021-04-12,Flanders,85+,M,4
5270,2021-04-12,Flanders,85+,F,1
5271,2021-04-12,Brussels,25-44,F,1
5272,2021-04-12,Brussels,45-64,F,1
5273,2021-04-12,Brussels,65-74,M,2
5274,2021-04-12,Brussels,85+,M,1
5275,2021-04-12,Brussels,85+,F,1
5276,2021-04-13,Wallonia,25-44,M,1
5277,2021-04-13,Wallonia,45-64,M,2
5278,2021-04-13,Wallonia,45-64,F,1
5279,2021-04-13,Wallonia,65-74,M,4
5280,2021-04-13,Wallonia,65-74,F,2
5281,2021-04-13,Wallonia,75-84,M,7
5282,2021-04-13,Wallonia,75-84,F,4
5283,2021-04-13,Wallonia,85+,M,1
5284,2021-04-13,Wallonia,85+,F,1
5285,2021-04-13,Flanders,45-64,M,1
5286,2021-04-13,Flanders,65-74,M,2
5287,2021-04-13,Flanders,65-74,F,2
5288,2021-04-13,Flanders,75-84,M,2
5289,2021-04-13,Flanders,85+,M,2
5290,2021-04-13,Flanders,85+,F,2
5291,2021-04-13,Brussels,75-84,M,1
5292,2021-04-13,Brussels,85+,M,1
5293,2021-04-13,Brussels,85+,F,1
5294,2021-04-14,Wallonia,45-64,M,2
5295,2021-04-14,Wallonia,65-74,M,2
5296,2021-04-14,Wallonia,65-74,F,2
5297,2021-04-14,Wallonia,75-84,M,2
5298,2021-04-14,Wallonia,75-84,F,1
5299,2021-04-14,Wallonia,85+,F,2
5300,2021-04-14,Flanders,45-64,M,2
5301,2021-04-14,Flanders,45-64,F,1
5302,2021-04-14,Flanders,65-74,M,2
5303,2021-04-14,Flanders,65-74,F,2
5304,2021-04-14,Flanders,75-84,M,7
5305,2021-04-14,Flanders,75-84,F,2
5306,2021-04-14,Flanders,85+,M,3
5307,2021-04-14,Flanders,85+,F,2
5308,2021-04-14,Brussels,65-74,M,1
5309,2021-04-14,Brussels,65-74,F,1
5310,2021-04-14,Brussels,75-84,M,3
5311,2021-04-14,Brussels,85+,M,1
5312,2021-04-14,Brussels,85+,F,1
5313,2021-04-15,Wallonia,45-64,M,1
5314,2021-04-15,Wallonia,45-64,F,1
5315,2021-04-15,Wallonia,65-74,M,3
5316,2021-04-15,Wallonia,65-74,F,2
5317,2021-04-15,Wallonia,75-84,M,3
5318,2021-04-15,Wallonia,75-84,F,1
5319,2021-04-15,Wallonia,85+,M,3
5320,2021-04-15,Wallonia,85+,F,2
5321,2021-04-15,Flanders,45-64,M,2
5322,2021-04-15,Flanders,45-64,F,1
5323,2021-04-15,Flanders,65-74,M,2
5324,2021-04-15,Flanders,75-84,M,5
5325,2021-04-15,Flanders,75-84,F,3
5326,2021-04-15,Flanders,85+,M,6
5327,2021-04-15,Flanders,85+,F,1
5328,2021-04-15,Brussels,45-64,F,1
5329,2021-04-15,Brussels,65-74,M,1
5330,2021-04-15,Brussels,65-74,F,2
5331,2021-04-15,Brussels,75-84,F,1
5332,2021-04-15,Brussels,85+,M,1
5333,2021-04-16,Wallonia,25-44,M,1
5334,2021-04-16,Wallonia,65-74,M,2
5335,2021-04-16,Wallonia,65-74,F,1
5336,2021-04-16,Wallonia,75-84,M,1
5337,2021-04-16,Wallonia,75-84,F,1
5338,2021-04-16,Wallonia,85+,M,8
5339,2021-04-16,Wallonia,85+,F,3
5340,2021-04-16,Flanders,45-64,M,1
5341,2021-04-16,Flanders,45-64,F,1
5342,2021-04-16,Flanders,65-74,M,3
5343,2021-04-16,Flanders,65-74,F,2
5344,2021-04-16,Flanders,75-84,M,4
5345,2021-04-16,Flanders,75-84,F,2
5346,2021-04-16,Flanders,85+,M,7
5347,2021-04-16,Flanders,85+,F,1
5348,2021-04-16,Brussels,45-64,F,1
5349,2021-04-16,Brussels,65-74,M,1
5350,2021-04-16,Brussels,75-84,M,1
5351,2021-04-16,Brussels,75-84,F,3
5352,2021-04-16,Brussels,85+,M,1
5353,2021-04-17,Wallonia,45-64,M,1
5354,2021-04-17,Wallonia,45-64,F,1
5355,2021-04-17,Wallonia,65-74,M,2
5356,2021-04-17,Wallonia,75-84,M,2
5357,2021-04-17,Wallonia,75-84,F,3
5358,2021-04-17,Flanders,25-44,M,1
5359,2021-04-17,Flanders,45-64,M,1
5360,2021-04-17,Flanders,45-64,F,1
5361,2021-04-17,Flanders,65-74,M,4
5362,2021-04-17,Flanders,65-74,F,1
5363,2021-04-17,Flanders,75-84,M,3
5364,2021-04-17,Flanders,75-84,F,2
5365,2021-04-17,Flanders,85+,M,2
5366,2021-04-17,Brussels,45-64,M,1
5367,2021-04-17,Brussels,75-84,M,2
5368,2021-04-17,Brussels,75-84,F,1
5369,2021-04-17,Brussels,85+,F,2
5370,2021-04-18,Wallonia,45-64,M,1
5371,2021-04-18,Wallonia,65-74,M,4
5372,2021-04-18,Wallonia,65-74,F,3
5373,2021-04-18,Wallonia,75-84,M,3
5374,2021-04-18,Wallonia,75-84,F,6
5375,2021-04-18,Wallonia,85+,M,3
5376,2021-04-18,Wallonia,85+,F,2
5377,2021-04-18,Flanders,45-64,M,1
5378,2021-04-18,Flanders,45-64,F,1
5379,2021-04-18,Flanders,65-74,M,3
5380,2021-04-18,Flanders,75-84,M,2
5381,2021-04-18,Flanders,75-84,F,1
5382,2021-04-18,Brussels,45-64,M,1
5383,2021-04-18,Brussels,65-74,M,1
5384,2021-04-18,Brussels,75-84,M,3
5385,2021-04-19,Wallonia,45-64,M,1
