,DATE,REGION,AGEGROUP,SEX,DEATHS
1370,2020-05-21,Wallonia,45-64,M,1
1371,2020-05-21,Wallonia,65-74,M,1
1372,2020-05-21,Wallonia,65-74,F,1
1373,2020-05-21,Wallonia,75-84,M,1
1374,2020-05-21,Wallonia,75-84,F,3
1375,2020-05-21,Wallonia,85+,M,1
1376,2020-05-21,Wallonia,85+,F,4
1377,2020-05-21,Flanders,65-74,F,2
1378,2020-05-21,Flanders,75-84,M,4
1379,2020-05-21,Flanders,75-84,F,3
1380,2020-05-21,Flanders,85+,M,7
1381,2020-05-21,Flanders,85+,F,6
1382,2020-05-21,Brussels,65-74,F,2
1383,2020-05-21,Brussels,85+,M,1
1384,2020-05-21,Brussels,85+,F,1
1385,2020-05-22,Wallonia,45-64,M,1
1386,2020-05-22,Wallonia,65-74,M,2
1387,2020-05-22,Wallonia,75-84,M,4
1388,2020-05-22,Wallonia,75-84,F,2
1389,2020-05-22,Wallonia,85+,F,7
1390,2020-05-22,Flanders,45-64,M,2
1391,2020-05-22,Flanders,75-84,M,3
1392,2020-05-22,Flanders,75-84,F,3
1393,2020-05-22,Flanders,85+,M,9
1394,2020-05-22,Flanders,85+,F,5
1395,2020-05-22,Brussels,75-84,F,1
1396,2020-05-22,Brussels,85+,M,2
1397,2020-05-22,Brussels,85+,F,1
1398,2020-05-23,Wallonia,65-74,M,1
1399,2020-05-23,Wallonia,65-74,F,1
1400,2020-05-23,Wallonia,75-84,F,3
1401,2020-05-23,Wallonia,85+,M,2
1402,2020-05-23,Wallonia,85+,F,2
1403,2020-05-23,Flanders,45-64,M,1
1404,2020-05-23,Flanders,65-74,F,2
1405,2020-05-23,Flanders,75-84,M,2
1406,2020-05-23,Flanders,85+,M,5
1407,2020-05-23,Flanders,85+,F,4
1408,2020-05-23,Brussels,75-84,M,1
1409,2020-05-23,Brussels,85+,F,4
1410,2020-05-24,Wallonia,45-64,M,1
1411,2020-05-24,Wallonia,65-74,M,2
1412,2020-05-24,Wallonia,75-84,M,4
1413,2020-05-24,Wallonia,75-84,F,2
1414,2020-05-24,Wallonia,85+,M,1
1415,2020-05-24,Wallonia,85+,F,5
1416,2020-05-24,Flanders,65-74,M,1
1417,2020-05-24,Flanders,65-74,F,1
1418,2020-05-24,Flanders,75-84,F,3
1419,2020-05-24,Flanders,85+,M,2
1420,2020-05-24,Flanders,85+,F,5
1421,2020-05-24,Brussels,65-74,F,1
1422,2020-05-24,Brussels,75-84,M,3
1423,2020-05-24,Brussels,75-84,F,1
1424,2020-05-25,Wallonia,75-84,F,4
1425,2020-05-25,Wallonia,85+,M,3
1426,2020-05-25,Wallonia,85+,F,1
1427,2020-05-25,Flanders,75-84,M,5
1428,2020-05-25,Flanders,75-84,F,1
1429,2020-05-25,Flanders,85+,M,4
1430,2020-05-25,Flanders,85+,F,6
1431,2020-05-25,Brussels,75-84,F,2
1432,2020-05-26,Wallonia,45-64,F,1
1433,2020-05-26,Wallonia,65-74,M,2
1434,2020-05-26,Wallonia,75-84,M,2
1435,2020-05-26,Wallonia,85+,M,1
1436,2020-05-26,Wallonia,85+,F,1
1437,2020-05-26,Flanders,45-64,F,1
1438,2020-05-26,Flanders,65-74,M,1
1439,2020-05-26,Flanders,75-84,M,3
1440,2020-05-26,Flanders,75-84,F,2
1441,2020-05-26,Flanders,85+,M,2
1442,2020-05-26,Flanders,85+,F,7
1443,2020-05-26,Brussels,45-64,M,1
1444,2020-05-26,Brussels,75-84,M,1
1445,2020-05-26,Brussels,85+,F,1
1446,2020-05-27,Wallonia,45-64,M,1
1447,2020-05-27,Wallonia,65-74,M,1
1448,2020-05-27,Wallonia,65-74,F,1
1449,2020-05-27,Wallonia,75-84,F,1
1450,2020-05-27,Wallonia,85+,M,2
1451,2020-05-27,Wallonia,85+,F,1
1452,2020-05-27,Flanders,45-64,M,1
1453,2020-05-27,Flanders,75-84,F,4
1454,2020-05-27,Flanders,85+,M,4
1455,2020-05-27,Flanders,85+,F,4
1456,2020-05-27,Brussels,65-74,M,1
1457,2020-05-27,Brussels,65-74,F,1
1458,2020-05-27,Brussels,75-84,M,1
1459,2020-05-27,Brussels,85+,M,1
1460,2020-05-27,Brussels,85+,F,1
1461,2020-05-28,Wallonia,65-74,F,1
1462,2020-05-28,Wallonia,75-84,M,4
1463,2020-05-28,Wallonia,75-84,F,1
1464,2020-05-28,Wallonia,85+,M,1
1465,2020-05-28,Wallonia,85+,F,4
1466,2020-05-28,Flanders,65-74,F,2
1467,2020-05-28,Flanders,75-84,M,3
1468,2020-05-28,Flanders,75-84,F,1
1469,2020-05-28,Flanders,85+,M,1
1470,2020-05-28,Flanders,85+,F,4
1471,2020-05-28,Brussels,75-84,M,3
1472,2020-05-28,Brussels,85+,F,3
1473,2020-05-29,Wallonia,45-64,M,1
1474,2020-05-29,Wallonia,65-74,F,1
1475,2020-05-29,Wallonia,75-84,F,2
1476,2020-05-29,Flanders,65-74,F,2
1477,2020-05-29,Flanders,75-84,M,2
1478,2020-05-29,Flanders,85+,M,2
1479,2020-05-29,Flanders,85+,F,5
1480,2020-05-29,Brussels,85+,M,1
1481,2020-05-30,Wallonia,25-44,F,1
1482,2020-05-30,Wallonia,75-84,M,1
1483,2020-05-30,Wallonia,75-84,F,3
1484,2020-05-30,Wallonia,85+,F,3
1485,2020-05-30,Flanders,45-64,F,1
1486,2020-05-30,Flanders,65-74,M,2
1487,2020-05-30,Flanders,65-74,F,2
1488,2020-05-30,Flanders,75-84,F,2
1489,2020-05-30,Flanders,85+,M,2
1490,2020-05-30,Flanders,85+,F,3
1491,2020-05-30,Brussels,75-84,M,2
1492,2020-05-30,Brussels,85+,M,3
1493,2020-05-31,Wallonia,75-84,F,1
1494,2020-05-31,Wallonia,85+,M,1
1495,2020-05-31,Wallonia,85+,F,2
1496,2020-05-31,Flanders,45-64,M,1
1497,2020-05-31,Flanders,65-74,M,2
1498,2020-05-31,Flanders,75-84,M,2
1499,2020-05-31,Flanders,75-84,F,4
1500,2020-05-31,Flanders,85+,M,3
1501,2020-05-31,Flanders,85+,F,3
1502,2020-05-31,Brussels,85+,M,2
1503,2020-05-31,Brussels,85+,F,1
1504,2020-06-01,Wallonia,75-84,M,2
1505,2020-06-01,Wallonia,75-84,F,2
1506,2020-06-01,Wallonia,85+,M,1
1507,2020-06-01,Wallonia,85+,F,2
1508,2020-06-01,Flanders,45-64,F,1
1509,2020-06-01,Flanders,65-74,M,1
1510,2020-06-01,Flanders,65-74,F,1
1511,2020-06-01,Flanders,75-84,M,3
1512,2020-06-01,Flanders,75-84,F,3
1513,2020-06-01,Flanders,85+,M,2
1514,2020-06-01,Flanders,85+,F,2
1515,2020-06-01,Brussels,75-84,M,1
1516,2020-06-02,Wallonia,65-74,M,1
1517,2020-06-02,Wallonia,65-74,F,1
1518,2020-06-02,Wallonia,75-84,F,2
1519,2020-06-02,Wallonia,85+,F,2
1520,2020-06-02,Flanders,45-64,M,1
1521,2020-06-02,Flanders,65-74,M,1
1522,2020-06-02,Flanders,65-74,F,2
1523,2020-06-02,Flanders,75-84,M,1
1524,2020-06-02,Flanders,75-84,F,3
1525,2020-06-02,Flanders,85+,M,4
1526,2020-06-02,Flanders,85+,F,3
1527,2020-06-02,Brussels,65-74,M,2
1528,2020-06-02,Brussels,75-84,F,1
1529,2020-06-03,Wallonia,45-64,F,1
1530,2020-06-03,Wallonia,65-74,M,2
1531,2020-06-03,Wallonia,75-84,M,1
1532,2020-06-03,Wallonia,85+,M,3
1533,2020-06-03,Wallonia,85+,F,1
1534,2020-06-03,Flanders,65-74,M,1
1535,2020-06-03,Flanders,75-84,F,1
1536,2020-06-03,Flanders,85+,M,2
1537,2020-06-03,Flanders,85+,F,5
1538,2020-06-03,Brussels,75-84,F,1
1539,2020-06-03,Brussels,85+,M,1
1540,2020-06-04,Wallonia,45-64,M,1
1541,2020-06-04,Wallonia,45-64,F,1
1542,2020-06-04,Wallonia,75-84,F,1
1543,2020-06-04,Wallonia,85+,F,1
1544,2020-06-04,Flanders,65-74,M,1
1545,2020-06-04,Flanders,75-84,M,2
1546,2020-06-04,Flanders,75-84,F,2
1547,2020-06-04,Flanders,85+,M,2
1548,2020-06-04,Flanders,85+,F,2
1549,2020-06-04,Brussels,75-84,F,1
1550,2020-06-04,Brussels,85+,F,3
1551,2020-06-05,Wallonia,45-64,M,1
1552,2020-06-05,Wallonia,65-74,F,1
1553,2020-06-05,Wallonia,85+,M,1
1554,2020-06-05,Wallonia,85+,F,1
1555,2020-06-05,Flanders,75-84,M,4
1556,2020-06-05,Flanders,85+,F,3
1557,2020-06-05,Brussels,65-74,F,1
1558,2020-06-05,Brussels,85+,M,1
1559,2020-06-06,Wallonia,75-84,M,1
1560,2020-06-06,Wallonia,75-84,F,1
1561,2020-06-06,Wallonia,85+,F,2
1562,2020-06-06,Flanders,45-64,M,2
1563,2020-06-06,Flanders,75-84,M,1
1564,2020-06-06,Flanders,85+,F,3
1565,2020-06-06,Brussels,65-74,F,1
1566,2020-06-07,Wallonia,65-74,F,1
1567,2020-06-07,Wallonia,75-84,F,1
1568,2020-06-07,Wallonia,85+,F,2
1569,2020-06-07,Flanders,65-74,M,1
1570,2020-06-07,Flanders,75-84,M,2
1571,2020-06-07,Flanders,75-84,F,1
1572,2020-06-07,Flanders,85+,F,3
1573,2020-06-07,Brussels,45-64,M,1
1574,2020-06-08,Wallonia,45-64,F,1
1575,2020-06-08,Wallonia,65-74,F,1
1576,2020-06-08,Wallonia,85+,M,1
1577,2020-06-08,Flanders,45-64,M,1
1578,2020-06-08,Flanders,65-74,M,1
1579,2020-06-08,Flanders,65-74,F,1
1580,2020-06-08,Flanders,85+,F,2
1581,2020-06-08,Brussels,65-74,F,1
1582,2020-06-08,Brussels,85+,M,1
1583,2020-06-09,Wallonia,45-64,F,1
1584,2020-06-09,Wallonia,65-74,M,2
1585,2020-06-09,Wallonia,75-84,M,2
1586,2020-06-09,Wallonia,75-84,F,1
1587,2020-06-09,Wallonia,85+,F,1
1588,2020-06-09,Flanders,65-74,M,1
1589,2020-06-09,Flanders,85+,M,1
1590,2020-06-09,Flanders,85+,F,2
1591,2020-06-09,Brussels,65-74,F,1
1592,2020-06-10,Wallonia,45-64,M,1
1593,2020-06-10,Wallonia,75-84,M,1
1594,2020-06-10,Wallonia,85+,M,1
1595,2020-06-10,Wallonia,85+,F,2
1596,2020-06-10,Flanders,65-74,M,1
1597,2020-06-10,Flanders,75-84,M,2
1598,2020-06-10,Flanders,75-84,F,1
1599,2020-06-10,Flanders,85+,M,2
1600,2020-06-10,Flanders,85+,F,3
1601,2020-06-10,Brussels,85+,F,1
1602,2020-06-11,Wallonia,65-74,M,2
1603,2020-06-11,Wallonia,75-84,M,1
1604,2020-06-11,Wallonia,85+,F,1
1605,2020-06-11,Flanders,75-84,M,2
1606,2020-06-11,Brussels,45-64,M,1
1607,2020-06-11,Brussels,65-74,F,1
1608,2020-06-11,Brussels,85+,M,1
1609,2020-06-12,Wallonia,65-74,M,2
1610,2020-06-12,Flanders,65-74,M,1
1611,2020-06-12,Flanders,75-84,M,1
1612,2020-06-12,Flanders,85+,M,2
1613,2020-06-12,Flanders,85+,F,1
1614,2020-06-12,Brussels,45-64,M,1
1615,2020-06-12,Brussels,75-84,F,1
1616,2020-06-12,Brussels,85+,M,1
1617,2020-06-13,Wallonia,85+,F,1
1618,2020-06-13,Flanders,65-74,F,1
1619,2020-06-13,Flanders,85+,F,2
1620,2020-06-13,Brussels,85+,F,1
1621,2020-06-14,Wallonia,85+,F,1
1622,2020-06-14,Flanders,75-84,F,2
1623,2020-06-14,Flanders,85+,M,1
1624,2020-06-14,Brussels,65-74,M,1
1625,2020-06-15,Wallonia,85+,F,1
1626,2020-06-15,Flanders,75-84,F,2
1627,2020-06-15,Flanders,85+,M,1
1628,2020-06-15,Flanders,85+,F,3
1629,2020-06-15,Brussels,65-74,F,1
1630,2020-06-16,Wallonia,85+,M,1
1631,2020-06-16,Wallonia,85+,F,1
1632,2020-06-16,Flanders,75-84,M,2
1633,2020-06-16,Flanders,75-84,F,1
1634,2020-06-16,Flanders,85+,M,2
1635,2020-06-16,Flanders,85+,F,1
1636,2020-06-16,Brussels,85+,F,1
1637,2020-06-17,Wallonia,75-84,M,1
1638,2020-06-17,Wallonia,85+,M,1
1639,2020-06-17,Flanders,65-74,M,3
1640,2020-06-17,Flanders,65-74,F,1
1641,2020-06-17,Flanders,75-84,F,1
1642,2020-06-17,Brussels,45-64,M,1
1643,2020-06-18,Wallonia,65-74,M,1
1644,2020-06-18,Flanders,45-64,M,1
1645,2020-06-18,Flanders,75-84,M,1
1646,2020-06-18,Flanders,75-84,F,1
1647,2020-06-18,Flanders,85+,M,1
1648,2020-06-19,Wallonia,85+,F,1
1649,2020-06-19,Flanders,75-84,F,1
1650,2020-06-19,Flanders,85+,M,1
1651,2020-06-19,Brussels,85+,F,1
1652,2020-06-20,Wallonia,45-64,M,1
1653,2020-06-20,Wallonia,85+,F,1
1654,2020-06-20,Flanders,75-84,M,1
1655,2020-06-20,Flanders,85+,F,1
1656,2020-06-21,Wallonia,85+,F,1
1657,2020-06-21,Flanders,45-64,F,1
1658,2020-06-21,Flanders,75-84,M,1
1659,2020-06-21,Flanders,85+,M,2
1660,2020-06-21,Brussels,25-44,F,1
1661,2020-06-21,Brussels,45-64,F,2
1662,2020-06-22,Wallonia,45-64,F,1
1663,2020-06-22,Wallonia,65-74,M,1
1664,2020-06-22,Wallonia,75-84,M,1
1665,2020-06-22,Wallonia,85+,F,1
1666,2020-06-22,Flanders,65-74,F,1
1667,2020-06-22,Flanders,75-84,M,2
1668,2020-06-22,Flanders,75-84,F,1
1669,2020-06-22,Flanders,85+,M,1
1670,2020-06-22,Brussels,75-84,M,1
1671,2020-06-22,Brussels,75-84,F,1
1672,2020-06-22,Brussels,85+,M,1
1673,2020-06-23,Wallonia,85+,M,1
1674,2020-06-23,Flanders,85+,M,1
1675,2020-06-23,Flanders,85+,F,1
1676,2020-06-23,Brussels,85+,M,1
1677,2020-06-24,Wallonia,75-84,M,1
1678,2020-06-24,Wallonia,75-84,F,1
1679,2020-06-24,Flanders,45-64,F,1
1680,2020-06-24,Flanders,85+,F,1
1681,2020-06-24,Brussels,65-74,M,1
1682,2020-06-25,Wallonia,85+,M,1
1683,2020-06-25,Wallonia,85+,F,1
1684,2020-06-25,Flanders,75-84,M,1
1685,2020-06-25,Flanders,85+,F,2
1686,2020-06-26,Wallonia,65-74,M,1
1687,2020-06-26,Flanders,75-84,M,1
1688,2020-06-27,Wallonia,75-84,M,1
1689,2020-06-27,Wallonia,85+,F,1
1690,2020-06-27,Flanders,65-74,M,1
1691,2020-06-27,Flanders,85+,F,4
1692,2020-06-27,Brussels,85+,F,1
1693,2020-06-28,Wallonia,45-64,M,1
1694,2020-06-28,Wallonia,65-74,F,1
1695,2020-06-28,Wallonia,85+,F,1
1696,2020-06-28,Flanders,75-84,M,1
1697,2020-06-28,Brussels,85+,F,1
1698,2020-06-29,Wallonia,65-74,F,1
1699,2020-06-29,Brussels,65-74,M,1
1700,2020-06-29,Brussels,85+,F,1
1701,2020-06-30,Wallonia,45-64,F,1
1702,2020-06-30,Wallonia,85+,M,2
1703,2020-06-30,Wallonia,85+,F,1
1704,2020-06-30,Flanders,65-74,F,1
1705,2020-06-30,Flanders,85+,M,1
1706,2020-06-30,Flanders,85+,F,1
1707,2020-06-30,Brussels,75-84,M,1
1708,2020-07-01,Wallonia,85+,M,1
1709,2020-07-01,Flanders,75-84,F,1
1710,2020-07-01,Brussels,45-64,M,1
1711,2020-07-02,Wallonia,85+,F,2
1712,2020-07-02,Flanders,65-74,M,1
1713,2020-07-02,Flanders,75-84,M,1
1714,2020-07-03,Wallonia,65-74,M,1
1715,2020-07-03,Flanders,65-74,M,1
1716,2020-07-04,Wallonia,65-74,M,1
1717,2020-07-04,Wallonia,75-84,M,1
1718,2020-07-04,Wallonia,75-84,F,1
1719,2020-07-04,Flanders,85+,F,1
1720,2020-07-05,Flanders,75-84,M,1
1721,2020-07-05,Brussels,85+,F,1
1722,2020-07-06,Flanders,85+,F,1
1723,2020-07-07,Wallonia,45-64,F,1
1724,2020-07-07,Flanders,85+,M,1
1725,2020-07-07,Brussels,85+,M,1
1726,2020-07-08,Flanders,75-84,F,1
1727,2020-07-09,Brussels,75-84,M,1
1728,2020-07-09,Brussels,85+,F,1
1729,2020-07-11,Wallonia,75-84,M,1
1730,2020-07-11,Brussels,45-64,M,1
1731,2020-07-12,Flanders,75-84,F,2
1732,2020-07-12,Flanders,85+,M,1
1733,2020-07-12,Brussels,0-24,F,1
1734,2020-07-13,Flanders,65-74,M,1
1735,2020-07-14,Wallonia,85+,F,1
1736,2020-07-14,Flanders,85+,F,1
1737,2020-07-14,Brussels,85+,F,1
1738,2020-07-15,Wallonia,85+,M,1
1739,2020-07-15,Flanders,45-64,M,1
1740,2020-07-15,Brussels,45-64,M,1
1741,2020-07-15,Brussels,65-74,F,1
1742,2020-07-15,Brussels,75-84,M,1
1743,2020-07-16,Wallonia,75-84,F,1
1744,2020-07-16,Wallonia,85+,F,2
1745,2020-07-16,Flanders,75-84,F,1
1746,2020-07-16,Brussels,65-74,M,1
1747,2020-07-17,Brussels,65-74,F,1
1748,2020-07-17,Brussels,75-84,F,1
1749,2020-07-18,Flanders,25-44,M,1
1750,2020-07-18,Flanders,65-74,M,1
1751,2020-07-18,Flanders,85+,M,1
1752,2020-07-19,Wallonia,65-74,M,1
1753,2020-07-19,Flanders,85+,F,1
1754,2020-07-20,Flanders,65-74,M,1
1755,2020-07-20,Brussels,0-24,F,1
1756,2020-07-21,Flanders,85+,F,1
1757,2020-07-22,Flanders,65-74,M,1
1758,2020-07-22,Flanders,85+,F,1
1759,2020-07-23,Wallonia,75-84,M,1
1760,2020-07-23,Wallonia,75-84,F,1
1761,2020-07-24,Wallonia,65-74,F,1
1762,2020-07-24,Wallonia,75-84,F,1
1763,2020-07-24,Flanders,75-84,M,2
1764,2020-07-24,Flanders,85+,M,1
1765,2020-07-25,Flanders,85+,M,1
1766,2020-07-26,Wallonia,85+,F,1
1767,2020-07-26,Flanders,45-64,F,1
1768,2020-07-27,Wallonia,45-64,F,1
1769,2020-07-27,Flanders,45-64,M,1
1770,2020-07-27,Flanders,75-84,F,1
1771,2020-07-27,Flanders,85+,M,1
1772,2020-07-27,Brussels,75-84,F,2
1773,2020-07-28,Flanders,65-74,M,1
1774,2020-07-29,Wallonia,85+,M,1
1775,2020-07-29,Flanders,65-74,M,1
1776,2020-07-29,Flanders,85+,F,1
1777,2020-07-30,Flanders,75-84,F,1
1778,2020-07-30,Flanders,85+,M,1
1779,2020-07-31,Wallonia,75-84,M,2
1780,2020-07-31,Flanders,75-84,M,1
1781,2020-07-31,Flanders,85+,M,1
1782,2020-07-31,Flanders,85+,F,1
1783,2020-08-01,Flanders,85+,M,1
1784,2020-08-02,Wallonia,65-74,F,1
1785,2020-08-02,Flanders,85+,M,1
1786,2020-08-02,Flanders,85+,F,2
1787,2020-08-02,Brussels,75-84,F,1
1788,2020-08-03,Wallonia,75-84,M,1
1789,2020-08-03,Flanders,45-64,M,1
1790,2020-08-03,Flanders,65-74,F,1
1791,2020-08-03,Flanders,85+,F,1
1792,2020-08-03,Brussels,45-64,M,1
1793,2020-08-04,Wallonia,85+,F,1
1794,2020-08-04,Flanders,65-74,M,1
1795,2020-08-04,Flanders,75-84,M,1
1796,2020-08-04,Flanders,85+,M,2
1797,2020-08-04,Brussels,45-64,F,1
1798,2020-08-04,Brussels,75-84,F,1
1799,2020-08-05,Wallonia,85+,F,1
1800,2020-08-05,Flanders,25-44,M,1
1801,2020-08-05,Flanders,65-74,M,1
1802,2020-08-05,Flanders,85+,M,1
1803,2020-08-05,Brussels,75-84,F,1
1804,2020-08-06,Wallonia,75-84,M,1
1805,2020-08-06,Wallonia,85+,F,1
1806,2020-08-06,Flanders,85+,F,1
1807,2020-08-06,Brussels,85+,M,1
1808,2020-08-07,Wallonia,85+,M,2
1809,2020-08-07,Flanders,85+,M,1
1810,2020-08-07,Flanders,85+,F,2
1811,2020-08-07,Brussels,75-84,M,1
1812,2020-08-07,Brussels,85+,F,1
1813,2020-08-08,Wallonia,75-84,M,1
1814,2020-08-08,Flanders,75-84,M,1
1815,2020-08-09,Flanders,75-84,M,1
1816,2020-08-09,Flanders,85+,M,1
1817,2020-08-09,Flanders,85+,F,2
1818,2020-08-09,Brussels,25-44,M,1
1819,2020-08-10,Wallonia,45-64,M,1
1820,2020-08-10,Wallonia,65-74,M,2
1821,2020-08-10,Wallonia,65-74,F,1
1822,2020-08-10,Wallonia,85+,F,1
1823,2020-08-10,Flanders,65-74,F,1
1824,2020-08-10,Flanders,75-84,M,3
1825,2020-08-10,Flanders,75-84,F,1
1826,2020-08-10,Flanders,85+,M,1
1827,2020-08-11,Wallonia,45-64,F,1
1828,2020-08-11,Wallonia,75-84,M,1
1829,2020-08-11,Wallonia,85+,M,2
1830,2020-08-11,Wallonia,85+,F,1
1831,2020-08-11,Flanders,75-84,M,1
1832,2020-08-11,Flanders,75-84,F,2
1833,2020-08-11,Flanders,85+,M,1
1834,2020-08-11,Flanders,85+,F,2
1835,2020-08-11,Brussels,85+,M,1
1836,2020-08-12,Wallonia,45-64,F,1
1837,2020-08-12,Wallonia,75-84,M,1
1838,2020-08-12,Wallonia,85+,F,2
1839,2020-08-12,Flanders,65-74,M,1
1840,2020-08-12,Flanders,75-84,M,3
1841,2020-08-12,Flanders,75-84,F,2
1842,2020-08-12,Flanders,85+,F,1
1843,2020-08-13,Wallonia,45-64,F,1
1844,2020-08-13,Wallonia,85+,M,2
1845,2020-08-13,Wallonia,85+,F,1
1846,2020-08-13,Flanders,65-74,M,1
1847,2020-08-13,Flanders,65-74,F,2
1848,2020-08-13,Flanders,75-84,F,1
1849,2020-08-13,Flanders,85+,M,2
1850,2020-08-13,Flanders,85+,F,2
1851,2020-08-13,Brussels,75-84,M,1
1852,2020-08-13,Brussels,85+,F,1
1853,2020-08-14,Wallonia,85+,F,3
1854,2020-08-14,Flanders,0-24,F,1
1855,2020-08-14,Flanders,75-84,M,1
1856,2020-08-14,Flanders,75-84,F,1
1857,2020-08-14,Flanders,85+,F,2
1858,2020-08-14,Brussels,75-84,F,2
1859,2020-08-14,Brussels,85+,F,2
1860,2020-08-15,Wallonia,75-84,M,1
1861,2020-08-15,Wallonia,75-84,F,1
1862,2020-08-15,Flanders,65-74,F,1
1863,2020-08-15,Flanders,75-84,M,1
1864,2020-08-15,Flanders,85+,M,3
1865,2020-08-15,Flanders,85+,F,2
1866,2020-08-15,Brussels,45-64,M,1
1867,2020-08-16,Flanders,65-74,M,1
1868,2020-08-16,Flanders,75-84,M,1
1869,2020-08-16,Flanders,75-84,F,1
1870,2020-08-16,Flanders,85+,M,4
1871,2020-08-16,Flanders,85+,F,1
1872,2020-08-17,Wallonia,85+,M,1
1873,2020-08-17,Wallonia,85+,F,2
1874,2020-08-17,Flanders,85+,M,2
1875,2020-08-17,Brussels,65-74,M,1
1876,2020-08-17,Brussels,85+,M,1
1877,2020-08-18,Wallonia,65-74,M,1
1878,2020-08-18,Wallonia,75-84,F,1
1879,2020-08-18,Wallonia,85+,M,1
1880,2020-08-18,Flanders,25-44,M,1
1881,2020-08-18,Flanders,45-64,M,1
1882,2020-08-18,Flanders,65-74,M,1
1883,2020-08-18,Flanders,75-84,M,1
1884,2020-08-18,Flanders,85+,F,1
1885,2020-08-18,Brussels,45-64,M,1
1886,2020-08-18,Brussels,65-74,F,1
1887,2020-08-18,Brussels,85+,M,1
1888,2020-08-19,Flanders,75-84,F,1
1889,2020-08-19,Flanders,85+,M,4
1890,2020-08-19,Flanders,85+,F,2
1891,2020-08-19,Brussels,85+,F,3
1892,2020-08-20,Flanders,65-74,F,1
1893,2020-08-20,Flanders,75-84,M,3
1894,2020-08-20,Flanders,85+,F,1
1895,2020-08-21,Wallonia,85+,M,1
1896,2020-08-21,Flanders,85+,F,1
1897,2020-08-21,Brussels,75-84,M,1
1898,2020-08-22,Wallonia,45-64,F,1
1899,2020-08-22,Wallonia,85+,F,1
1900,2020-08-22,Flanders,75-84,M,1
1901,2020-08-22,Brussels,65-74,M,1
1902,2020-08-22,Brussels,75-84,M,1
1903,2020-08-22,Brussels,85+,F,1
1904,2020-08-23,Flanders,75-84,F,1
1905,2020-08-23,Brussels,75-84,M,2
1906,2020-08-23,Brussels,75-84,F,1
1907,2020-08-24,Wallonia,45-64,F,1
1908,2020-08-24,Wallonia,75-84,F,1
1909,2020-08-24,Flanders,65-74,M,1
1910,2020-08-24,Flanders,75-84,F,1
1911,2020-08-24,Flanders,85+,M,1
1912,2020-08-25,Wallonia,85+,M,1
1913,2020-08-25,Flanders,65-74,M,1
1914,2020-08-25,Flanders,75-84,F,1
1915,2020-08-25,Flanders,85+,F,2
1916,2020-08-26,Flanders,45-64,M,1
1917,2020-08-26,Flanders,85+,F,2
1918,2020-08-26,Brussels,85+,F,1
1919,2020-08-27,Flanders,45-64,F,1
1920,2020-08-27,Brussels,25-44,F,1
1921,2020-08-27,Brussels,75-84,F,1
1922,2020-08-28,Wallonia,75-84,F,1
1923,2020-08-28,Wallonia,85+,M,1
1924,2020-08-28,Flanders,85+,M,1
1925,2020-08-28,Brussels,45-64,F,1
1926,2020-08-29,Wallonia,75-84,M,1
1927,2020-08-29,Wallonia,75-84,F,1
1928,2020-08-29,Wallonia,85+,F,1
1929,2020-08-29,Flanders,45-64,M,1
1930,2020-08-29,Flanders,85+,F,1
1931,2020-08-29,Brussels,85+,F,1
1932,2020-08-30,Flanders,85+,M,1
1933,2020-08-31,Flanders,65-74,M,1
1934,2020-08-31,Flanders,75-84,F,1
1935,2020-08-31,Flanders,85+,M,1
1936,2020-09-01,Wallonia,25-44,M,1
1937,2020-09-01,Flanders,85+,F,2
1938,2020-09-02,Flanders,45-64,M,2
1939,2020-09-02,Flanders,85+,F,1
1940,2020-09-03,Wallonia,65-74,M,1
1941,2020-09-03,Flanders,85+,F,1
1942,2020-09-03,Brussels,75-84,F,1
1943,2020-09-03,Brussels,85+,M,1
1944,2020-09-04,Wallonia,85+,F,1
1945,2020-09-04,Flanders,65-74,F,1
1946,2020-09-05,Flanders,45-64,M,1
1947,2020-09-06,Flanders,65-74,M,1
1948,2020-09-06,Flanders,85+,M,1
1949,2020-09-06,Flanders,85+,F,1
1950,2020-09-07,Flanders,75-84,M,1
1951,2020-09-07,Flanders,75-84,F,1
1952,2020-09-07,Brussels,45-64,M,1
1953,2020-09-07,Brussels,65-74,M,1
1954,2020-09-08,Wallonia,45-64,M,1
1955,2020-09-08,Wallonia,85+,M,1
1956,2020-09-08,Brussels,45-64,M,1
1957,2020-09-09,Flanders,75-84,F,1
1958,2020-09-09,Flanders,85+,F,1
1959,2020-09-10,Wallonia,65-74,M,2
1960,2020-09-10,Brussels,75-84,M,1
1961,2020-09-11,Flanders,45-64,F,1
1962,2020-09-11,Flanders,75-84,M,2
1963,2020-09-11,Brussels,65-74,M,1
1964,2020-09-11,Brussels,75-84,M,1
1965,2020-09-12,Flanders,85+,M,1
1966,2020-09-13,Flanders,85+,F,1
1967,2020-09-14,Wallonia,45-64,F,1
1968,2020-09-14,Flanders,85+,M,1
1969,2020-09-14,Brussels,65-74,M,1
1970,2020-09-14,Brussels,75-84,F,1
1971,2020-09-15,Wallonia,75-84,M,1
1972,2020-09-15,Flanders,85+,M,1
1973,2020-09-15,Brussels,75-84,F,1
1974,2020-09-16,Wallonia,85+,M,1
1975,2020-09-16,Wallonia,85+,F,1
1976,2020-09-16,Flanders,75-84,M,1
1977,2020-09-16,Flanders,85+,M,1
1978,2020-09-17,Flanders,75-84,M,1
